Stazione,IQA,PM10µg/m³,PM2.5µg/m³,NO2µg/m³,COmg/m³,SO2µg/m³,O3µg/m³,O3*µg/m³,C6H6µg/m³,CO2ppm,Date
Via Sacco Pescara (PE),Accettabile,13,--,60,--,--,117,110,--,--,2020-07-16
Via Sacco Pescara (PE),Accettabile,9,--,31,--,--,103,100,--,--,2020-07-15
Via Sacco Pescara (PE),Accettabile,13,--,28,--,--,105,99,--,--,2020-07-14
Via Sacco Pescara (PE),Mediocre,13,--,46,--,--,140,129,--,--,2020-07-13
Via Sacco Pescara (PE),Mediocre,17,--,67,--,--,130,121,--,--,2020-07-12
Via Sacco Pescara (PE),Mediocre,15,--,56,--,--,127,124,--,--,2020-07-11
Via Sacco Pescara (PE),Accettabile,12,--,65,--,--,106,103,--,--,2020-07-10
Via Sacco Pescara (PE),Accettabile,17,--,30,--,--,101,98,--,--,2020-07-09
Via Sacco Pescara (PE),Accettabile,15,--,54,--,--,120,118,--,--,2020-07-08
Via Sacco Pescara (PE),Accettabile,19,--,33,--,--,113,109,--,--,2020-07-07
Via Sacco Pescara (PE),Accettabile,18,--,30,--,--,86,79,--,--,2020-07-06
Via Sacco Pescara (PE),Accettabile,27,--,30,--,--,106,91,--,--,2020-07-05
Via Sacco Pescara (PE),Accettabile,25,--,47,--,--,91,82,--,--,2020-07-04
Via Sacco Pescara (PE),Accettabile,16,--,48,--,--,104,94,--,--,2020-07-03
Via Sacco Pescara (PE),Accettabile,14,--,45,--,--,91,87,--,--,2020-07-02
Via Sacco Pescara (PE),Mediocre,24,--,67,--,--,124,116,--,--,2020-07-01
Via Sacco Pescara (PE),Accettabile,20,--,61,--,--,106,104,--,--,2020-06-30
Via Sacco Pescara (PE),Accettabile,20,--,43,--,--,110,97,--,--,2020-06-29
Via Sacco Pescara (PE),Accettabile,16,--,42,--,--,115,107,--,--,2020-06-28
Via Sacco Pescara (PE),Accettabile,15,--,54,--,--,114,110,--,--,2020-06-27
Via Sacco Pescara (PE),Accettabile,14,--,57,--,--,115,112,--,--,2020-06-26
Via Sacco Pescara (PE),Accettabile,14,--,47,--,--,109,106,--,--,2020-06-25
Via Sacco Pescara (PE),Accettabile,10,--,46,--,--,112,97,--,--,2020-06-24
Via Sacco Pescara (PE),Accettabile,6,--,24,--,--,102,99,--,--,2020-06-23
Via Sacco Pescara (PE),Accettabile,11,--,29,--,--,115,109,--,--,2020-06-22
Via Sacco Pescara (PE),Accettabile,11,--,45,--,--,98,91,--,--,2020-06-21
Via Sacco Pescara (PE),Accettabile,11,--,32,--,--,90,89,--,--,2020-06-20
Via Sacco Pescara (PE),Accettabile,10,--,33,--,--,99,94,--,--,2020-06-19
Via Sacco Pescara (PE),Accettabile,7,--,26,--,--,89,79,--,--,2020-06-18
Via Sacco Pescara (PE),Accettabile,9,--,27,--,--,92,77,--,--,2020-06-17
Via Sacco Pescara (PE),Accettabile,10,--,16,--,--,98,92,--,--,2020-06-16
Via Sacco Pescara (PE),Accettabile,13,--,33,--,--,105,103,--,--,2020-06-15
Via Sacco Pescara (PE),Accettabile,9,--,44,--,--,96,94,--,--,2020-06-14
Via Sacco Pescara (PE),Accettabile,5,--,39,--,--,101,95,--,--,2020-06-13
Via Sacco Pescara (PE),Accettabile,9,--,29,--,--,96,92,--,--,2020-06-12
Via Sacco Pescara (PE),Accettabile,14,--,35,--,--,83,76,--,--,2020-06-11
Via Sacco Pescara (PE),Accettabile,25,--,33,--,--,86,79,--,--,2020-06-10
Via Sacco Pescara (PE),Accettabile,23,--,40,--,--,96,91,--,--,2020-06-09
Via Sacco Pescara (PE),Accettabile,14,--,51,--,--,95,92,--,--,2020-06-08
Via Sacco Pescara (PE),Accettabile,16,--,41,--,--,98,94,--,--,2020-06-07
Via Sacco Pescara (PE),Accettabile,14,--,20,--,--,105,94,--,--,2020-06-06
Via Sacco Pescara (PE),Accettabile,13,--,39,--,--,110,100,--,--,2020-06-05
Via Sacco Pescara (PE),Accettabile,15,--,55,--,--,101,96,--,--,2020-06-04
Via Sacco Pescara (PE),Buona,9,--,26,--,--,75,73,--,--,2020-06-03
Via Sacco Pescara (PE),Accettabile,10,--,16,--,--,93,90,--,--,2020-06-02
Via Sacco Pescara (PE),Accettabile,8,--,29,--,--,104,101,--,--,2020-06-01
Via Sacco Pescara (PE),Accettabile,12,--,31,--,--,95,90,--,--,2020-05-31
Via Sacco Pescara (PE),Accettabile,14,--,48,--,--,112,107,--,--,2020-05-30
Via Sacco Pescara (PE),Accettabile,10,--,22,--,--,92,85,--,--,2020-05-29
Via Sacco Pescara (PE),Accettabile,10,--,27,--,--,86,83,--,--,2020-05-28
Via Sacco Pescara (PE),Accettabile,8,--,39,--,--,95,92,--,--,2020-05-27
Via Sacco Pescara (PE),Accettabile,10,--,34,--,--,103,100,--,--,2020-05-26
Via Sacco Pescara (PE),Mediocre,17,--,48,--,--,122,117,--,--,2020-05-25
Via Sacco Pescara (PE),Accettabile,13,--,56,--,--,115,111,--,--,2020-05-24
Via Sacco Pescara (PE),n.d.,n.d.,--,n.d.,--,--,n.d.,n.d.,--,--,2020-05-23
Via Sacco Pescara (PE),Accettabile,n.d.,--,21,--,--,90,84,--,--,2020-05-22
Via Sacco Pescara (PE),Accettabile,30,--,32,--,--,89,84,--,--,2020-05-21
Via Sacco Pescara (PE),Accettabile,24,--,27,--,--,86,82,--,--,2020-05-20
Via Sacco Pescara (PE),Accettabile,20,--,13,--,--,86,82,--,--,2020-05-19
Via Sacco Pescara (PE),Accettabile,18,--,25,--,--,94,89,--,--,2020-05-18
Via Sacco Pescara (PE),Accettabile,26,--,57,--,--,102,97,--,--,2020-05-17
Via Sacco Pescara (PE),Mediocre,36,--,27,--,--,94,90,--,--,2020-05-16
Via Sacco Pescara (PE),Accettabile,17,--,39,--,--,100,90,--,--,2020-05-15
Via Sacco Pescara (PE),Accettabile,19,--,30,--,--,87,81,--,--,2020-05-14
Via Sacco Pescara (PE),Accettabile,21,--,34,--,--,90,86,--,--,2020-05-13
Via Sacco Pescara (PE),Accettabile,23,--,19,--,--,99,95,--,--,2020-05-12
Via Sacco Pescara (PE),Mediocre,17,--,27,--,--,130,118,--,--,2020-05-11
Via Sacco Pescara (PE),Accettabile,14,--,31,--,--,111,105,--,--,2020-05-10
Via Sacco Pescara (PE),Accettabile,11,--,43,--,--,99,98,--,--,2020-05-09
Via Sacco Pescara (PE),Accettabile,13,--,43,--,--,85,79,--,--,2020-05-08
Via Sacco Pescara (PE),Accettabile,14,--,40,--,--,100,97,--,--,2020-05-07
Via Sacco Pescara (PE),Accettabile,9,--,38,--,--,100,89,--,--,2020-05-06
Via Sacco Pescara (PE),Accettabile,10,--,16,--,--,84,80,--,--,2020-05-05
Via Sacco Pescara (PE),Buona,8,--,29,--,--,76,77,--,--,2020-05-04
Via Sacco Pescara (PE),Accettabile,14,--,11,--,--,93,90,--,--,2020-05-03
Via Sacco Pescara (PE),Accettabile,13,--,35,--,--,96,93,--,--,2020-05-02
Via Sacco Pescara (PE),Accettabile,11,--,25,--,--,89,87,--,--,2020-05-01
Via Sacco Pescara (PE),Accettabile,16,--,38,--,--,93,90,--,--,2020-04-30
Via Sacco Pescara (PE),Accettabile,23,--,31,--,--,103,97,--,--,2020-04-29
Via Sacco Pescara (PE),Accettabile,21,--,17,--,--,101,97,--,--,2020-04-28
Via Sacco Pescara (PE),Accettabile,20,--,21,--,--,117,105,--,--,2020-04-27
Via Sacco Pescara (PE),Mediocre,22,--,37,--,--,123,116,--,--,2020-04-26
Via Sacco Pescara (PE),Accettabile,10,--,44,--,--,103,92,--,--,2020-04-25
Via Sacco Pescara (PE),Buona,9,--,18,--,--,71,61,--,--,2020-04-24
Via Sacco Pescara (PE),Accettabile,9,--,11,--,--,86,78,--,--,2020-04-23
Via Sacco Pescara (PE),Accettabile,14,--,17,--,--,106,101,--,--,2020-04-22
Via Sacco Pescara (PE),Accettabile,24,--,16,--,--,118,114,--,--,2020-04-21
Via Sacco Pescara (PE),Accettabile,21,--,22,--,--,113,106,--,--,2020-04-20
Via Sacco Pescara (PE),Accettabile,21,--,28,--,--,113,106,--,--,2020-04-19
Via Sacco Pescara (PE),Accettabile,15,--,27,--,--,104,101,--,--,2020-04-18
Via Sacco Pescara (PE),Accettabile,16,--,38,--,--,97,94,--,--,2020-04-17
Via Sacco Pescara (PE),Accettabile,23,--,9,--,--,106,102,--,--,2020-04-16
Via Sacco Pescara (PE),Mediocre,30,--,19,--,--,130,121,--,--,2020-04-15
Via Sacco Pescara (PE),Mediocre,29,--,19,--,--,144,134,--,--,2020-04-14
Via Sacco Pescara (PE),Mediocre,34,--,40,--,--,140,134,--,--,2020-04-13
Via Sacco Pescara (PE),Mediocre,30,--,56,--,--,138,130,--,--,2020-04-12
Via Sacco Pescara (PE),Mediocre,35,--,56,--,--,123,118,--,--,2020-04-11
Via Sacco Pescara (PE),Mediocre,42,--,46,--,--,113,109,--,--,2020-04-10
Via Sacco Pescara (PE),Mediocre,39,--,36,--,--,108,100,--,--,2020-04-09
Via Sacco Pescara (PE),Accettabile,32,--,45,--,--,119,113,--,--,2020-04-08
Via Sacco Pescara (PE),Accettabile,31,--,30,--,--,114,110,--,--,2020-04-07
Via Sacco Pescara (PE),Accettabile,23,--,22,--,--,120,113,--,--,2020-04-06
Via Sacco Pescara (PE),Accettabile,30,--,45,--,--,111,107,--,--,2020-04-05
Via Sacco Pescara (PE),Accettabile,34,--,35,--,--,112,105,--,--,2020-04-04
Via Sacco Pescara (PE),Accettabile,29,--,22,--,--,98,94,--,--,2020-04-03
Via Sacco Pescara (PE),Accettabile,19,--,13,--,--,81,74,--,--,2020-04-02
Via Sacco Pescara (PE),Scadente,68,--,27,--,--,114,94,--,--,2020-04-01
Via Sacco Pescara (PE),Scadente,66,--,36,--,--,99,88,--,--,2020-03-31
Via Sacco Pescara (PE),Scadente,61,--,43,--,--,72,64,--,--,2020-03-30
Via Sacco Pescara (PE),Buona,18,--,19,--,--,77,74,--,--,2020-03-29
Via Sacco Pescara (PE),Buona,18,--,21,--,--,74,69,--,--,2020-03-28
Via Sacco Pescara (PE),Accettabile,12,--,17,--,--,86,80,--,--,2020-03-27
Via Sacco Pescara (PE),Buona,13,--,12,--,--,78,82,--,--,2020-03-26
Via Sacco Pescara (PE),Accettabile,20,--,10,--,--,88,85,--,--,2020-03-25
Via Sacco Pescara (PE),Accettabile,27,--,19,--,--,83,80,--,--,2020-03-24
Via Sacco Pescara (PE),Mediocre,42,--,29,--,--,113,106,--,--,2020-03-23
Via Sacco Pescara (PE),Mediocre,40,--,49,--,--,118,108,--,--,2020-03-22
Via Sacco Pescara (PE),Mediocre,36,--,34,--,--,130,124,--,--,2020-03-21
Via Sacco Pescara (PE),Accettabile,34,--,55,--,--,119,116,--,--,2020-03-20
Via Sacco Pescara (PE),Accettabile,29,--,62,--,--,102,97,--,--,2020-03-19
Via Sacco Pescara (PE),Accettabile,21,--,44,--,--,104,100,--,--,2020-03-18
Via Sacco Pescara (PE),Accettabile,17,--,26,--,--,97,92,--,--,2020-03-17
Via Sacco Pescara (PE),Accettabile,29,--,33,--,--,90,85,--,--,2020-03-16
Via Sacco Pescara (PE),Mediocre,37,--,50,--,--,113,106,--,--,2020-03-15
Via Sacco Pescara (PE),Mediocre,38,--,58,--,--,116,104,--,--,2020-03-14
Via Sacco Pescara (PE),Accettabile,27,--,75,--,--,108,92,--,--,2020-03-13
Via Sacco Pescara (PE),Accettabile,31,--,72,--,--,102,94,--,--,2020-03-12
Via Sacco Pescara (PE),Accettabile,17,--,91,--,--,107,101,--,--,2020-03-11
Via Sacco Pescara (PE),Accettabile,20,--,37,--,--,96,90,--,--,2020-03-10
Via Sacco Pescara (PE),Accettabile,15,--,40,--,--,97,91,--,--,2020-03-09
Via Sacco Pescara (PE),Accettabile,10,--,51,--,--,100,94,--,--,2020-03-08
Via Sacco Pescara (PE),Accettabile,12,--,33,--,--,92,85,--,--,2020-03-07
Via Sacco Pescara (PE),Accettabile,12,--,45,--,--,84,76,--,--,2020-03-06
Via Sacco Pescara (PE),Accettabile,8,--,27,--,--,96,92,--,--,2020-03-05
Via Sacco Pescara (PE),Accettabile,9,--,47,--,--,91,87,--,--,2020-03-04
Via Sacco Pescara (PE),Accettabile,26,--,55,--,--,89,85,--,--,2020-03-03
Via Sacco Pescara (PE),Accettabile,28,--,89,--,--,94,80,--,--,2020-03-02
Via Sacco Pescara (PE),Accettabile,17,--,62,--,--,90,87,--,--,2020-03-01
Via Sacco Pescara (PE),Accettabile,9,--,43,--,--,97,92,--,--,2020-02-29
Via Sacco Pescara (PE),Accettabile,11,--,15,--,--,97,91,--,--,2020-02-28
Via Sacco Pescara (PE),Mediocre,42,--,86,--,--,99,84,--,--,2020-02-27
Via Sacco Pescara (PE),Mediocre,39,--,91,--,--,93,85,--,--,2020-02-26
Via Sacco Pescara (PE),Accettabile,34,--,90,--,--,96,78,--,--,2020-02-25
Via Sacco Pescara (PE),Accettabile,24,--,82,--,--,89,82,--,--,2020-02-24
Via Sacco Pescara (PE),Accettabile,22,--,94,--,--,90,76,--,--,2020-02-23
Via Sacco Pescara (PE),Accettabile,17,--,78,--,--,86,78,--,--,2020-02-22
Via Sacco Pescara (PE),Accettabile,31,--,55,--,--,75,64,--,--,2020-02-21
Via Sacco Pescara (PE),Mediocre,36,--,88,--,--,101,82,--,--,2020-02-20
Via Sacco Pescara (PE),Mediocre,38,--,94,--,--,91,72,--,--,2020-02-19
Via Sacco Pescara (PE),Accettabile,27,--,81,--,--,97,81,--,--,2020-02-18
Via Sacco Pescara (PE),Accettabile,19,--,75,--,--,90,77,--,--,2020-02-17
Via Sacco Pescara (PE),Accettabile,22,--,73,--,--,82,79,--,--,2020-02-16
Via Sacco Pescara (PE),Accettabile,30,--,86,--,--,77,59,--,--,2020-02-15
Via Sacco Pescara (PE),Accettabile,25,--,93,--,--,84,71,--,--,2020-02-14
Via Sacco Pescara (PE),Accettabile,24,--,84,--,--,80,77,--,--,2020-02-13
Via Sacco Pescara (PE),Accettabile,26,--,62,--,--,79,76,--,--,2020-02-12
Via Sacco Pescara (PE),Mediocre,41,--,81,--,--,96,78,--,--,2020-02-11
Via Sacco Pescara (PE),Accettabile,31,--,94,--,--,84,71,--,--,2020-02-10
Via Sacco Pescara (PE),Accettabile,21,--,87,--,--,83,69,--,--,2020-02-09
Via Sacco Pescara (PE),Accettabile,20,--,44,--,--,84,79,--,--,2020-02-08
Via Sacco Pescara (PE),Accettabile,13,--,16,--,--,81,74,--,--,2020-02-07
Via Sacco Pescara (PE),Accettabile,34,--,40,--,--,80,69,--,--,2020-02-06
Via Sacco Pescara (PE),Accettabile,31,--,76,--,--,52,41,--,--,2020-02-05
Via Sacco Pescara (PE),Accettabile,26,--,71,--,--,78,64,--,--,2020-02-04
Via Sacco Pescara (PE),Mediocre,37,--,64,--,--,62,41,--,--,2020-02-03
Via Sacco Pescara (PE),Accettabile,35,--,88,--,--,70,55,--,--,2020-02-02
Via Sacco Pescara (PE),Accettabile,29,--,91,--,--,77,64,--,--,2020-02-01
Via Sacco Pescara (PE),Accettabile,22,--,99,--,--,84,77,--,--,2020-01-31
Via Sacco Pescara (PE),Accettabile,20,--,43,--,--,77,73,--,--,2020-01-30
Via Sacco Pescara (PE),Scadente,56,--,84,--,--,70,50,--,--,2020-01-29
Via Sacco Pescara (PE),Scadente,68,--,55,--,--,43,37,--,--,2020-01-28
Via Sacco Pescara (PE),Scadente,63,--,76,--,--,48,28,--,--,2020-01-27
Via Sacco Pescara (PE),Scadente,56,--,90,--,--,52,32,--,--,2020-01-26
Via Sacco Pescara (PE),Mediocre,46,--,74,--,--,62,42,--,--,2020-01-25
Via Sacco Pescara (PE),Mediocre,45,--,91,--,--,65,n.d.,--,--,2020-01-24
Via Sacco Pescara (PE),Accettabile,34,--,74,--,--,63,44,--,--,2020-01-23
Via Sacco Pescara (PE),Accettabile,26,--,69,--,--,60,42,--,--,2020-01-22
Via Sacco Pescara (PE),Mediocre,38,--,53,--,--,48,36,--,--,2020-01-21
Via Sacco Pescara (PE),Mediocre,38,--,76,--,--,60,33,--,--,2020-01-20
Via Sacco Pescara (PE),Mediocre,43,--,90,--,--,72,48,--,--,2020-01-19
Via Sacco Pescara (PE),Mediocre,49,--,79,--,--,65,42,--,--,2020-01-18
Via Sacco Pescara (PE),Mediocre,40,--,95,--,--,62,40,--,--,2020-01-17
Via Sacco Pescara (PE),Mediocre,45,--,79,--,--,58,38,--,--,2020-01-16
Via Sacco Pescara (PE),Mediocre,40,--,101,--,--,58,38,--,--,2020-01-15
Via Sacco Pescara (PE),Mediocre,43,--,66,--,--,70,61,--,--,2020-01-14
Via Sacco Pescara (PE),Scadente,57,--,77,--,--,47,33,--,--,2020-01-13
Via Sacco Pescara (PE),Mediocre,48,--,108,--,--,69,44,--,--,2020-01-12
Via Sacco Pescara (PE),Mediocre,39,--,95,--,--,67,44,--,--,2020-01-11
Via Sacco Pescara (PE),Mediocre,41,--,86,--,--,62,42,--,--,2020-01-10
Via Sacco Pescara (PE),Accettabile,34,--,83,--,--,69,48,--,--,2020-01-09
Via Sacco Pescara (PE),Accettabile,26,--,63,--,--,77,71,--,--,2020-01-08
Via Sacco Pescara (PE),Accettabile,28,--,50,--,--,80,69,--,--,2020-01-07
Via Sacco Pescara (PE),Mediocre,46,--,72,--,--,47,24,--,--,2020-01-06
Via Sacco Pescara (PE),Mediocre,47,--,81,--,--,55,35,--,--,2020-01-05
Via Sacco Pescara (PE),Mediocre,38,--,79,--,--,66,42,--,--,2020-01-04
Via Sacco Pescara (PE),Mediocre,37,--,64,--,--,75,61,--,--,2020-01-03
Via Sacco Pescara (PE),Accettabile,29,--,79,--,--,69,51,--,--,2020-01-02
Via Sacco Pescara (PE),Accettabile,22,--,55,--,--,69,67,--,--,2020-01-01
Via Sacco Pescara (PE),Buona,19,--,16,--,--,74,69,--,--,2019-12-31
Via Sacco Pescara (PE),Buona,20,--,35,--,--,66,63,--,--,2019-12-30
Via Sacco Pescara (PE),Accettabile,34,--,78,--,--,54,36,--,--,2019-12-29
Via Sacco Pescara (PE),Accettabile,24,--,72,--,--,71,49,--,--,2019-12-28
Via Sacco Pescara (PE),Accettabile,27,--,64,--,--,79,57,--,--,2019-12-27
Via Sacco Pescara (PE),Accettabile,20,--,76,--,--,64,43,--,--,2019-12-26
Via Sacco Pescara (PE),Accettabile,22,--,76,--,--,65,43,--,--,2019-12-25
Via Sacco Pescara (PE),Accettabile,13,--,70,--,--,92,86,--,--,2019-12-24
Via Sacco Pescara (PE),Accettabile,9,--,51,--,--,83,78,--,--,2019-12-23
Via Sacco Pescara (PE),Mediocre,44,--,69,--,--,76,62,--,--,2019-12-22
Via Sacco Pescara (PE),Mediocre,48,--,77,--,--,17,9,--,--,2019-12-21
Via Sacco Pescara (PE),Scadente,56,--,n.d.,--,--,16,10,--,--,2019-12-20
Via Sacco Pescara (PE),Mediocre,41,--,70,--,--,51,28,--,--,2019-12-19
Via Sacco Pescara (PE),Mediocre,36,--,77,--,--,44,27,--,--,2019-12-18
Via Sacco Pescara (PE),Accettabile,35,--,68,--,--,67,43,--,--,2019-12-17
Via Sacco Pescara (PE),Accettabile,24,--,82,--,--,81,72,--,--,2019-12-16
Via Sacco Pescara (PE),Accettabile,24,--,56,--,--,70,61,--,--,2019-12-15
Via Sacco Pescara (PE),Mediocre,41,--,73,--,--,47,20,--,--,2019-12-14
Via Sacco Pescara (PE),Accettabile,21,--,66,--,--,70,67,--,--,2019-12-13
Via Sacco Pescara (PE),Accettabile,24,--,44,--,--,69,65,--,--,2019-12-12
Via Sacco Pescara (PE),Mediocre,38,--,77,--,--,52,29,--,--,2019-12-11
Via Sacco Pescara (PE),Mediocre,42,--,58,--,--,55,38,--,--,2019-12-10
Via Sacco Pescara (PE),Scadente,52,--,58,--,--,31,20,--,--,2019-12-09
Via Sacco Pescara (PE),Mediocre,38,--,66,--,--,26,15,--,--,2019-12-08
Via Sacco Pescara (PE),Accettabile,28,--,71,--,--,29,20,--,--,2019-12-07
Via Sacco Pescara (PE),Accettabile,29,--,64,--,--,46,48,--,--,2019-12-06
Via Sacco Pescara (PE),Buona,13,--,37,--,--,55,49,--,--,2019-12-05
Via Sacco Pescara (PE),Accettabile,32,--,70,--,--,75,41,--,--,2019-12-04
Via Sacco Pescara (PE),Accettabile,31,--,59,--,--,66,44,--,--,2019-12-03
Via Sacco Pescara (PE),Accettabile,27,--,63,--,--,64,55,--,--,2019-12-02
Via Sacco Pescara (PE),Buona,13,--,33,--,--,79,73,--,--,2019-12-01
Via Sacco Pescara (PE),Buona,13,--,37,--,--,75,63,--,--,2019-11-30
Via Sacco Pescara (PE),Accettabile,27,--,65,--,--,65,55,--,--,2019-11-29
Via Sacco Pescara (PE),Accettabile,32,--,63,--,--,50,35,--,--,2019-11-28
Via Sacco Pescara (PE),Accettabile,22,--,60,--,--,65,66,--,--,2019-11-27
Via Sacco Pescara (PE),Buona,15,--,13,--,--,76,71,--,--,2019-11-26
Via Sacco Pescara (PE),Accettabile,28,--,45,--,--,74,69,--,--,2019-11-25
Via Sacco Pescara (PE),Accettabile,28,--,73,--,--,59,35,--,--,2019-11-24
Via Sacco Pescara (PE),Accettabile,29,--,81,--,--,70,55,--,--,2019-11-23
Via Sacco Pescara (PE),Accettabile,25,--,68,--,--,74,55,--,--,2019-11-22
Via Sacco Pescara (PE),Accettabile,27,--,69,--,--,69,64,--,--,2019-11-21
Via Sacco Pescara (PE),Accettabile,15,--,79,--,--,80,70,--,--,2019-11-20
Via Sacco Pescara (PE),Accettabile,32,--,55,--,--,56,46,--,--,2019-11-19
Via Sacco Pescara (PE),Accettabile,31,--,56,--,--,57,34,--,--,2019-11-18
Via Sacco Pescara (PE),Accettabile,29,--,63,--,--,79,58,--,--,2019-11-17
Via Sacco Pescara (PE),Accettabile,24,--,73,--,--,49,40,--,--,2019-11-16
Via Sacco Pescara (PE),Accettabile,15,--,52,--,--,64,58,--,--,2019-11-15
Via Sacco Pescara (PE),Accettabile,20,--,50,--,--,66,38,--,--,2019-11-14
Via Sacco Pescara (PE),Accettabile,30,--,70,--,--,61,44,--,--,2019-11-13
Via Sacco Pescara (PE),Accettabile,15,--,65,--,--,90,77,--,--,2019-11-12
Via Sacco Pescara (PE),Accettabile,13,--,55,--,--,82,79,--,--,2019-11-11
Via Sacco Pescara (PE),Accettabile,16,--,79,--,--,79,54,--,--,2019-11-10
Via Sacco Pescara (PE),Accettabile,14,--,79,--,--,88,75,--,--,2019-11-09
Via Sacco Pescara (PE),Accettabile,8,--,22,--,--,84,82,--,--,2019-11-08
Via Sacco Pescara (PE),Accettabile,10,--,15,--,--,84,80,--,--,2019-11-07
Via Sacco Pescara (PE),Buona,11,--,31,--,--,76,67,--,--,2019-11-06
Via Sacco Pescara (PE),Buona,8,--,39,--,--,69,66,--,--,2019-11-05
Via Sacco Pescara (PE),Accettabile,22,--,52,--,--,69,51,--,--,2019-11-04
Via Sacco Pescara (PE),Buona,11,--,31,--,--,42,36,--,--,2019-11-03
Via Sacco Pescara (PE),Accettabile,16,--,42,--,--,55,48,--,--,2019-11-02
Via Sacco Pescara (PE),Accettabile,23,--,66,--,--,77,61,--,--,2019-11-01
Via Sacco Pescara (PE),Accettabile,25,--,85,--,--,97,77,--,--,2019-10-31
Via Sacco Pescara (PE),Accettabile,24,--,90,--,--,97,64,--,--,2019-10-30
Via Sacco Pescara (PE),Accettabile,20,--,67,--,--,103,88,--,--,2019-10-29
Via Sacco Pescara (PE),Accettabile,27,--,75,--,--,105,90,--,--,2019-10-28
Via Sacco Pescara (PE),Accettabile,31,--,80,--,--,101,86,--,--,2019-10-27
Via Sacco Pescara (PE),Accettabile,29,--,72,--,--,91,73,--,--,2019-10-26
Via Sacco Pescara (PE),Accettabile,25,--,62,--,--,95,81,--,--,2019-10-25
Via Sacco Pescara (PE),Accettabile,30,--,64,--,--,83,68,--,--,2019-10-24
Via Sacco Pescara (PE),Accettabile,24,--,64,--,--,94,79,--,--,2019-10-23
Via Sacco Pescara (PE),Accettabile,18,--,66,--,--,104,93,--,--,2019-10-22
Via Sacco Pescara (PE),Accettabile,17,--,69,--,--,106,92,--,--,2019-10-21
Via Sacco Pescara (PE),Accettabile,18,--,67,--,--,100,89,--,--,2019-10-20
Via Sacco Pescara (PE),Accettabile,15,--,77,--,--,95,84,--,--,2019-10-19
Via Sacco Pescara (PE),Accettabile,14,--,78,--,--,99,87,--,--,2019-10-18
Via Sacco Pescara (PE),Accettabile,23,--,61,--,--,108,94,--,--,2019-10-17
Via Sacco Pescara (PE),Accettabile,18,--,58,--,--,101,92,--,--,2019-10-16
Via Sacco Pescara (PE),Accettabile,17,--,60,--,--,96,91,--,--,2019-10-15
Via Sacco Pescara (PE),Accettabile,18,--,63,--,--,94,87,--,--,2019-10-14
Via Sacco Pescara (PE),Accettabile,16,--,74,--,--,97,88,--,--,2019-10-13
Via Sacco Pescara (PE),Accettabile,16,--,76,--,--,108,95,--,--,2019-10-12
Via Sacco Pescara (PE),Accettabile,17,--,78,--,--,104,86,--,--,2019-10-11
Via Sacco Pescara (PE),Accettabile,16,--,73,--,--,89,82,--,--,2019-10-10
Via Sacco Pescara (PE),Accettabile,10,--,44,--,--,95,87,--,--,2019-10-09
Via Sacco Pescara (PE),Accettabile,14,--,52,--,--,92,87,--,--,2019-10-08
Via Sacco Pescara (PE),Accettabile,12,--,64,--,--,91,83,--,--,2019-10-07
Via Sacco Pescara (PE),Accettabile,9,--,70,--,--,79,72,--,--,2019-10-06
Via Sacco Pescara (PE),Buona,9,--,40,--,--,69,59,--,--,2019-10-05
Via Sacco Pescara (PE),Accettabile,14,--,56,--,--,99,81,--,--,2019-10-04
Via Sacco Pescara (PE),Accettabile,15,--,49,--,--,100,90,--,--,2019-10-03
Via Sacco Pescara (PE),Accettabile,15,--,59,--,--,101,94,--,--,2019-10-02
Via Sacco Pescara (PE),Accettabile,12,--,43,--,--,103,96,--,--,2019-10-01
Via Sacco Pescara (PE),Accettabile,15,--,45,--,--,101,94,--,--,2019-09-30
Via Sacco Pescara (PE),Accettabile,13,--,58,--,--,105,95,--,--,2019-09-29
Via Sacco Pescara (PE),Accettabile,13,--,60,--,--,100,95,--,--,2019-09-28
Via Sacco Pescara (PE),Accettabile,14,--,35,--,--,109,99,--,--,2019-09-27
Via Sacco Pescara (PE),Accettabile,11,--,32,--,--,99,90,--,--,2019-09-26
Via Sacco Pescara (PE),Accettabile,10,--,38,--,--,92,77,--,--,2019-09-25
Via Sacco Pescara (PE),Accettabile,14,--,53,--,--,64,47,--,--,2019-09-24
Via Sacco Pescara (PE),Accettabile,12,--,73,--,--,105,99,--,--,2019-09-23
Via Sacco Pescara (PE),Accettabile,11,--,28,--,--,95,90,--,--,2019-09-22
Via Sacco Pescara (PE),Accettabile,18,--,36,--,--,94,79,--,--,2019-09-21
Via Sacco Pescara (PE),Accettabile,28,--,52,--,--,117,110,--,--,2019-09-20
Via Sacco Pescara (PE),Mediocre,22,--,59,--,--,121,115,--,--,2019-09-19
Via Sacco Pescara (PE),Accettabile,18,--,62,--,--,109,101,--,--,2019-09-18
Via Sacco Pescara (PE),Accettabile,14,--,55,--,--,103,98,--,--,2019-09-17
